nom,genre,composantes,je_l_ai,je_l_avais,je_le_veux,j_adore,j_aime,bon,aime_pas,deteste,hiver,printemps,ete,autone,jour,nuit,women,men
Daisy 10th Anniversary Luxury Edition Marc Jacobs for women,for women, - violet - fruity - ozonic - powdery - aquatic - sweet - floral - green - white floral - fresh, 9.61539%, 7.69231%, 82.6923%, 100%, 33.3333%, 0%, 33.3333%, 0%,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Daisy Anniversary Edition Marc Jacobs for women,for women, - white floral - powdery - fruity - ozonic - sweet - violet - woody - musky - aquatic - citrus, 57.0506%, 25.4037%, 17.5457%, 87.5%, 100%, 45%, 27.5%, 7.5%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Black Edition Marc Jacobs for women,for women, - white floral - powdery - ozonic - violet - aquatic - citrus - woody - fruity - sweet - musky, 36.0586%, 29.4639%, 34.4774%, 74.9057%, 100%, 4.90566%, 18.4906%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Daze Marc Jacobs for women,for women, - citrus - musky - fruity - powdery - sweet, 43.6409%, 11.7207%, 44.6384%, 23.8095%, 100%, 15.873%, 15.873%, 1.5873%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Dream Marc Jacobs for women,for women, - fruity - floral - fresh - sweet - musky - white floral - citrus - fresh spicy - tropical - aquatic, 50.7603%, 24.8515%, 24.3882%, 45.0404%, 100%, 18.1084%, 28.5467%, 1.21107%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Dream Daze Marc Jacobs for women,for women, - fresh - floral - fruity - musky - sweet - fresh spicy - powdery, 45.0151%, 8.76133%, 46.2236%, 45.7143%, 100%, 20%, 31.4286%, 5.71429%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Dream Forever Marc Jacobs for women,for women, - fruity - fresh - floral - sweet - white floral - tropical, 42.6623%, 19.4805%, 37.8571%, 57.1895%, 100%, 15.3595%, 31.3726%, 2.28758%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Dream Petals Marc Jacobs for women,for women, - fruity - floral - fresh - sweet - tropical - citrus - fresh spicy - coconut, 31.0811%, 12.1622%, 56.7568%, 33.3333%, 100%, 22.2222%, 33.3333%, 22.2222%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Dream Sunshine Marc Jacobs for women,for women, - sweet - fruity - white floral - musky - cherry - aldehydic - citrus - powdery, 40.4412%, 14.7059%, 44.8529%, 28.5714%, 100%, 12.8571%, 28.5714%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Eau So Fresh Daze Marc Jacobs for women,for women, - fruity - floral - sweet, 33.8782%, 8.17236%, 57.9495%, 100%, 94.7369%, 50%, 42.1053%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Eau So Fresh Paradise Limited Edition Eau de Toilette Marc Jacobs for women,for women, - floral - lavender - woody - soft spicy - aromatic, 42.5806%, 6.12903%, 51.2903%, 63.6364%, 100%, 77.2727%, 27.2727%, 9.09091%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Eau So Fresh Petals Marc Jacobs for women,for women, - fruity - sweet - powdery - green - floral - violet - fresh - woody - citrus - musky, 38.6364%, 10.2273%, 51.1364%, 30%, 100%, 70%, 0%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Eau So Fresh Skies Marc Jacobs for women,for women, - powdery - woody - green - aromatic - herbal - violet - camphor - sweet - floral - musky, 34.0426%, 5.05319%, 60.9043%, 96.5517%, 100%, 55.1724%, 34.4828%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Eau So Fresh Spring Marc Jacobs for women,for women, - green - powdery, 37.8788%, 8.52273%, 53.5985%, 66.6667%, 100%, 50%, 21.4286%, 4.7619%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Eau So Fresh Sunshine Marc Jacobs for women,for women, - yellow floral - powdery - fruity - sweet - floral - green - aromatic - fresh - soft spicy - aquatic, 42.4528%, 14.8585%, 42.6887%, 91.3044%, 100%, 21.7391%, 36.9565%, 2.17391%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Eau So Intense Marc Jacobs for women,for women, - sweet - fruity - honey - vanilla - musky - amber - powdery - floral - white floral - mossy, 49.0297%, 10.8911%, 40.0792%, 87.2263%, 100%, 41.6058%, 24.0876%, 6.20438%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Daisy Garland Marc Jacobs for women,for women, - floral - violet - powdery, 28.8014%, 23.7925%, 47.4061%, 84.2857%, 100%, 5.71429%, 35.7143%, 2.85714%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Hot Pink Marc Jacobs for women,for women, - white floral - woody - fruity - sweet - violet - powdery - floral, 28.9474%, 17.8947%, 53.1579%, 70.9091%, 100%, 2.72727%, 20%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Love Marc Jacobs for women,for women, - fruity - musky - floral - aromatic - woody - sweet - powdery - marine - herbal - green, 58.1378%, 17.3808%, 24.4815%, 76.8559%, 100%, 25.8734%, 20.3057%, 2.83843%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Love Daze Marc Jacobs for women,for women, - fruity - lactonic - floral - powdery - amber - sweet, 41.0783%, 10.1412%, 48.7805%, 100%, 96.4286%, 32.1429%, 32.1429%, 3.57143%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Love Eau So Sweet Marc Jacobs for women,for women, - sweet - fruity - musky - powdery - vanilla, 50.5472%, 11.2631%, 38.1897%, 100%, 78.0303%, 25.7576%, 14.0152%, 3.0303%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Love Eau So Sweet Petals Marc Jacobs for women,for women, - sweet - fruity - iris - violet - powdery, 39.5161%, 8.06452%, 52.4194%, 90%, 100%, 30%, 0%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Daisy Love Paradise Limited Edition Eau de Toilette Marc Jacobs for women,for women, - iris - sweet - patchouli - earthy - woody - powdery - vanilla - violet - lactonic - warm spicy, 39.8148%, 6.94444%, 53.2407%, 71.4286%, 100%, 64.2857%, 33.3333%, 11.9048%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Love Petals Marc Jacobs for women,for women, - musky - woody - floral - powdery - sweet - fruity - marine - herbal - aromatic - green, 28.9855%, 11.5942%, 59.4203%, 100%, 100%, 40%, 60%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Daisy Love Skies Marc Jacobs for women,for women, - sweet - fruity - salty - vanilla - mossy - floral - woody - lactonic - marine - earthy, 32.4766%, 5.7243%, 61.7991%, 98.3871%, 100%, 32.2581%, 16.129%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ATH x FM Smoulder Aaron Terence Hughes for women and men,for women and men, - woody - amber - warm spicy - fresh spicy - citrus - tobacco - powdery - balsamic - aromatic - patchouli, 59.8131%, 12.1495%, 28.0374%, 100%, 33.3333%, 22.2222%, 11.1111%, 11.1111%,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Daisy Love Spring Marc Jacobs for women,for women, - fruity - floral - fresh - sweet - rose - woody, 40.3537%, 8.5209%, 51.1254%, 69.3548%, 100%, 40.3226%, 17.7419%, 6.45161%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Love Sunshine Marc Jacobs for women,for women, - citrus - floral - fresh spicy - aromatic - woody - fruity - musky - fresh, 45.7534%, 12.0548%, 42.1918%, 52%, 100%, 16%, 38%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Paradise Limited Edition Eau de Toilette Marc Jacobs for women,for women, - floral - woody - amber - fresh spicy - sweet - musky, 36.2805%, 6.40244%, 57.3171%, 56.25%, 100%, 100%, 21.875%, 12.5%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Petals Marc Jacobs for women,for women, - ozonic - aquatic - violet - powdery - white floral - woody - green - citrus - musky - floral, 40.678%, 15.2542%, 44.0678%, 30%, 100%, 20%, 20%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Shine Gold Edition Marc Jacobs for women,for women, - white floral - ozonic - aquatic - fruity - sweet - powdery - green - woody - vanilla, 38.0952%, 21.6931%, 40.2116%, 100%, 64.2857%, 0%, 14.2857%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Shine Pink Edition Marc Jacobs for women,for women, - white floral - ozonic - citrus - powdery - aquatic - violet - woody - fruity - sweet - vanilla, 29.9145%, 11.9658%, 58.1197%, 50%, 100%, 0%, 50%, 0%,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Shine Red Marc Jacobs for women,for women, - fruity - sweet - citrus - ozonic - woody - aquatic - violet - powdery - earthy - white floral, 25.1163%, 12.093%, 62.7907%, 35.7143%, 100%, 0%, 42.8571%, 0%,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
Daisy Skies Marc Jacobs for women,for women, - aquatic - ozonic - floral - powdery - marine - mineral - violet - musky - woody - aromatic, 36.9198%, 6.75105%, 56.3291%, 52.9412%, 100%, 37.2549%, 23.5294%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Spring Marc Jacobs for women,for women, - rose - warm spicy - woody - amber - floral - aromatic - sweet - balsamic, 48.2517%, 8.04196%, 43.7063%, 34.2857%, 100%, 40%, 34.2857%, 5.71429%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Daisy Sunshine Marc Jacobs for women,for women, - fruity - sweet - aromatic - balsamic - woody - herbal - violet - fresh spicy - floral - bitter, 39.4984%, 13.0094%, 47.4922%, 50.9804%, 100%, 20.5882%, 32.3529%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
White Tulip & Barley Massimo Dutti for women and men,for women and men, - aromatic - floral - woody - musky - herbal - balsamic - powdery - fresh spicy - sweet - citrus, 49.2683%, 5.85366%, 44.878%, 100%, 61.2903%, 0%, 0%, 3.22581%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Mauboussin Homme Mauboussin for men,for men, - aromatic - woody - warm spicy - lavender - fresh spicy - cinnamon - patchouli - powdery - herbal - vanilla, 53.4309%, 13.5407%, 33.0284%, 100%, 79.8913%, 15.7609%, 19.0217%, 2.17391%,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Mauboussin Topaze Mauboussin for women,for women, - amber - citrus - fresh spicy - leather - animalic - warm spicy - aromatic, 9.73451%, 4.42478%, 85.8407%, 100%, 62.5%, 0%, 50%, 0%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
Addictive Oriental by Alberto Morillas Mercedes-Benz for men,for men, - aromatic - green - woody - lavender - fresh spicy - amber - vanilla - fresh - sweet - warm spicy, 39.2097%, 11.8541%, 48.9362%, 94.5946%, 100%, 16.2162%, 18.9189%, 8.10811%,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Alma de Rosario Mizensir for women and men,for women and men, - white floral - fresh - ozonic - musky - citrus - floral - green - aquatic, 28.2353%, 7.05882%, 64.7059%, 78.5714%, 100%, 57.1429%, 64.2857%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Ambre Magique Mizensir for women and men,for women and men, - amber - vanilla - warm spicy - animalic - citrus - rose - balsamic - white floral - aromatic - sweet, 29.406%, 6.32911%, 64.2649%, 100%, 68.5714%, 33.3333%, 7.61905%, 10.4762%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Anticonformiste Mizensir for women and men,for women and men, - ozonic - green - fresh spicy - fresh - mineral - aromatic - aquatic - white floral - patchouli - warm spicy, 19%, 7%, 74%, 100%, 71.4286%, 71.4286%, 100%, 42.8571%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Blue Gin Mizensir for women and men,for women and men, - aromatic - fresh spicy - citrus - warm spicy - woody - aquatic - amber - fresh - fruity - vanilla, 20.8672%, 8.67209%, 70.4607%, 100%, 60.7143%, 60.7143%, 71.4286%, 21.4286%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Bois de Mysore Mizensir for women and men,for women and men, - woody - citrus - white floral - warm spicy - powdery - musky - aromatic - sweet - ozonic - green, 25.3589%, 9.09091%, 65.5502%, 92.1053%, 100%, 44.7368%, 28.9474%, 2.63158%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Bois Iridescent Mizensir for women and men,for women and men, - citrus - woody - powdery - iris - floral - green - ozonic - fresh spicy - amber - violet, 19.6721%, 7.96253%, 72.3653%, 92.1053%, 100%, 34.2105%, 18.4211%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Celebes Wood Mizensir for women and men,for women and men, - warm spicy - vanilla - cinnamon - amber - aromatic - sweet - fresh spicy, 22.1491%, 7.45614%, 70.3947%, 100%, 94.5946%, 29.7297%, 27.027%, 0%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Coeur de Cologne Mizensir for women and men,for women and men, - citrus - white floral - floral - aromatic - sweet, 16.9492%, 13.5593%, 69.4915%, 100%, 75%, 25%, 12.5%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Cologne de Figuier Mizensir for women and men,for women and men, - citrus - musky - green - amber - fresh spicy - woody - fresh - aromatic - powdery, 23.0769%, 8.97436%, 67.9487%, 64.2857%, 100%, 35.7143%, 28.5714%, 7.14286%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Cologne du Maté Mizensir for women and men,for women and men, - citrus - aromatic - musky - aldehydic - woody - white floral - herbal - powdery - fresh spicy - mineral, 17.4757%, 7.76699%, 74.7573%, 100%, 86.6667%, 26.6667%, 20%, 6.66667%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Eau de Gingembre Mizensir for women and men,for women and men, - citrus - warm spicy - aromatic - woody - fresh spicy - fresh - green - white floral, 22.9752%, 5.12397%, 71.9008%, 81.6901%, 100%, 38.0282%, 11.2676%, 1.40845%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Edition de Veronique Mizensir for women,for women, - rose - woody - aromatic - fresh spicy - amber - iris - white floral - floral - powdery - musky, 16.092%, 9.1954%, 74.7127%, 100%, 95.2381%, 47.6191%, 19.0476%, 9.52381%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Elixir de Musc Mizensir for women and men,for women and men, - powdery - musky - amber - iris - vanilla - woody - almond - violet, 18.7328%, 8.26446%, 73.0028%, 100%, 75.7576%, 48.4848%, 30.303%, 3.0303%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Épine de Rose Mizensir for women and men,for women and men, - rose - citrus - soft spicy - woody - warm spicy - floral - sweet - musky - fresh spicy, 20%, 2%, 78%, 50%, 50%, 50%, 100%, 25%,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
For Your Love Mizensir for women and men,for women and men, - amber - fruity - patchouli - sweet - musky - warm spicy - animalic - balsamic - woody - powdery, 28.6648%, 7.84314%, 63.4921%, 100%, 86.7725%, 37.037%, 21.6931%, 8.46561%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Golden Oud Mizensir for women and men,for women and men, - woody - oud - amber - rose - balsamic - fresh spicy - aromatic - musky - leather, 35.3135%, 7.26073%, 57.4257%, 100%, 32.7869%, 14.7541%, 4.91803%, 3.27869%,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Ideal Oud Mizensir for women and men,for women and men, - rose - woody - oud - warm spicy - leather - floral - metallic - amber, 33.0049%, 12.8079%, 54.1872%, 71.4286%, 100%, 28.5714%, 16.3265%, 4.08163%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Incensum Mizensir for women and men,for women and men, - amber - woody - warm spicy - leather - smoky - balsamic - animalic, 24.4604%, 7.91367%, 67.6259%, 100%, 100%, 26.3158%, 31.5789%, 5.26316%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
L'Envers du Paradis Mizensir for women and men,for women and men, - musky - citrus - amber - fresh spicy - aromatic - powdery - soft spicy - warm spicy, 28.8288%, 11.7117%, 59.4595%, 93.75%, 100%, 18.75%, 56.25%, 0%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
L'Ombre du Lys Mizensir for women and men,for women and men, - white floral - citrus - tuberose - floral - fresh - green - musky - powdery - animalic - woody, 22.8916%, 6.0241%, 71.0843%, 84.6154%, 100%, 15.3846%, 38.4615%, 7.69231%,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Little Bianca Mizensir for women and men,for women and men, - citrus - aromatic - woody - earthy - fresh spicy, 14.2857%, 7.14286%, 78.5714%, 18.75%, 100%, 12.5%, 12.5%, 6.25%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Lovely Alba Mizensir for women,for women, - citrus - white floral - iris - fresh spicy - powdery - aromatic - floral, 11.8421%, 10.5263%, 77.6316%, 100%, 58.3333%, 16.6667%, 25%, 8.33333%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Luxury Mizensir for women,for women, - powdery - musky - amber - citrus - iris - vanilla - white floral - sweet - violet - earthy, 29.5165%, 9.41476%, 61.0687%, 68.8525%, 100%, 26.2295%, 26.2295%, 6.55738%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Musc Eternel Mizensir for women and men,for women and men, - musky - powdery - iris - floral - sweet - vanilla - amber - violet - earthy - white floral, 25.9136%, 8.13954%, 65.9468%, 100%, 70.5882%, 29.4118%, 18.8235%, 7.05882%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Mythique Vetyver Mizensir for women and men,for women and men, - woody - aromatic - citrus - fresh spicy - earthy - amber - green, 21.9178%, 15.7534%, 62.3288%, 57.1429%, 100%, 46.4286%, 35.7143%, 7.14286%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Original Oud Mizensir for women and men,for women and men, - woody - oud - leather - animalic - fresh spicy - iris - aromatic - powdery - warm spicy, 27.551%, 9.18367%, 63.2653%, 100%, 78.5714%, 21.4286%, 42.8571%, 7.14286%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Palissandre Night Mizensir for women and men,for women and men, - woody - balsamic - amber - aromatic - musky - earthy - warm spicy - powdery, 22.2222%, 8.33333%, 69.4444%, 100%, 28.5714%, 28.5714%, 0%, 0%,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
Perfect Oud Mizensir for women and men,for women and men, - woody - aromatic - oud - fresh spicy - rose - iris - powdery - citrus - floral - violet, 27.5988%, 4.83163%, 67.5696%, 100%, 62.3377%, 21.4286%, 7.79221%, 2.5974%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Poudre d'Or Mizensir for women and men,for women and men, - powdery - white floral - musky - woody - vanilla - iris - sweet - violet, 28.6278%, 6.21915%, 65.153%, 100%, 58.5185%, 23.7037%, 6.66667%, 1.48148%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Rose Exaltante Mizensir for women,for women, - rose - floral - animalic - musky - oud - herbal, 29.0698%, 12.7907%, 58.1395%, 92.3077%, 92.3077%, 61.5385%, 100%, 15.3846%,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Solar Blossom Mizensir for women and men,for women and men, - white floral - citrus - vanilla - floral - fresh - sweet, 18.4012%, 3.77074%, 77.8281%, 100%, 45.7831%, 15.6627%, 14.4578%, 4.81928%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Sweet Praline Mizensir for women and men,for women and men, - amber - fruity - sweet - white floral - floral - warm spicy - musky - fresh, 28.6119%, 9.2068%, 62.1813%, 74.026%, 100%, 41.5584%, 45.4545%, 0%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Tender Oud Mizensir for women and men,for women and men, - woody - aromatic - warm spicy - citrus - marine - earthy - fresh spicy - metallic - leather - salty, 29.0698%, 8.13954%, 62.7907%, 100%, 80%, 33.3333%, 26.6667%, 0%,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Tres Chere Mizensir for women,for women, - vanilla - white floral - powdery - woody - marine - amber - aromatic - sweet - citrus - balsamic, 28.7547%, 5.66542%, 65.5799%, 100%, 59.322%, 30.0847%, 10.1695%, 0.423729%,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
Vert Empire Mizensir for women and men,for women and men, - citrus - amber - aromatic - warm spicy - musky - powdery - woody - herbal - white floral - green, 19.6809%, 2.65957%, 77.6596%, 66.6667%, 100%, 19.0476%, 47.6191%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Very Musc Mizensir for women and men,for women and men, - amber - musky - vanilla - aromatic - animalic - smoky - sweet - powdery - balsamic - citrus, 14.876%, 7.43802%, 77.686%, 47.0588%, 100%, 5.88235%, 17.6471%, 17.6471%,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
White Neroli Mizensir for women and men,for women and men, - citrus - white floral - fresh spicy - musky - aromatic, 14.8718%, 6.66667%, 78.4615%, 100%, 53.125%, 12.5%, 21.875%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Fresh Couture Moschino for women,for women, - citrus - floral - fruity - fresh - sweet - woody - rose - fresh spicy - yellow floral - amber, 52.2806%, 21.0252%, 26.6942%, 32.9533%, 100%, 20.8666%, 63.0559%, 5.35918%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Toy 2 Moschino for women,for women, - fruity - floral - fresh - sweet - citrus - musky - green - powdery - soft spicy - white floral, 62.9042%, 13.5797%, 23.5161%, 65.9868%, 100%, 33.4868%, 24.3421%, 3.35526%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Mugler Cologne Mugler for women and men,for women and men, - citrus - white floral - fresh spicy - aromatic - musky - green - powdery, 48.002%, 19.528%, 32.47%, 100%, 96.0222%, 4.76411%, 16.6975%, 0.925069%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Mugler Cologne Come Together Mugler for women and men,for women and men, - citrus - musky - aromatic - green - powdery - fresh spicy - herbal - white floral - woody, 55.9716%, 14.0284%, 30%, 80.0725%, 100%, 20.2899%, 15.942%, 3.62319%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
Essence Narciso Rodriguez for women,for women, - musky - powdery - iris - rose - amber - violet - earthy - floral - warm spicy, 40.9863%, 30.6277%, 28.386%, 78.9969%, 100%, 4.49321%, 40.8568%, 0.417973%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Essence Iridescent Narciso Rodriguez for women,for women, - iris - rose - powdery - violet - earthy - floral, 32.0713%, 16.0356%, 51.8931%, 100%, 86.8853%, 4.91803%, 34.4262%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Atmos Natura for men,for men, - green - citrus - aromatic - fresh spicy - warm spicy - powdery - musky - fresh - woody - vanilla, 9.09091%, 56.1983%, 34.7107%, 100%, 38.7097%, 3.22581%, 3.22581%, 3.22581%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Mademoiselle Ricci Nina Ricci for women,for women, - rose - floral - musky - sweet - fruity - powdery - soft spicy - woody, 38.778%, 31.9722%, 29.2499%, 43.4585%, 100%, 5.23322%, 37.5427%, 0.568828%,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
Mademoiselle Ricci L'Eau Nina Ricci for women,for women, - rose - floral - fresh - woody - white floral - musky, 24.7968%, 16.6667%, 58.5366%, 41.1348%, 100%, 1.41844%, 31.9149%, 0%,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
Glamour O Boticário for women,for women, - citrus - powdery - woody - warm spicy - musky - fresh - floral - white floral - sweet - iris, 41.9315%, 44.9878%, 13.0807%, 98.1941%, 100%, 11.9639%, 26.4108%, 1.80587%,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
Insensatez Louca O Boticário for women and men,for women and men, - citrus - woody - fresh spicy - aromatic - fruity, 13.3333%, 53.3333%, 33.3333%, 100%, 0%, 0%, 0%, 0%,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
Malbec Bleu O Boticário for men,for men, - fresh - aromatic - warm spicy - marine - woody - lavender - herbal - citrus - earthy - mossy, 65.2715%, 14.0272%, 20.7014%, 100%, 95.9184%, 29.2517%, 34.0136%, 16.3265%,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
The Blend Bourbon O Boticário for men,for men, - warm spicy - fresh spicy - woody - sweet - vanilla - cinnamon - powdery - soft spicy - aromatic - amber, 50.9744%, 8.41026%, 40.6154%, 100%, 49.5455%, 10%, 5.90909%, 0%,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
